seed,query_id,variant,runtime_ms,mean_relevance,best_relevance,balance,diversity,hypervolume_proxy,ndcg_at_k,mean_semantic_score,mean_band_gap_score,mean_density_score,mean_porosity_score,mean_stability_score,coverage,novelty
42,q5_insulating_frameworks,LEA + GAT,81.04570799999999,0.8786234855651855,0.8877611756324768,0.0,0.15009835362434387,6.118722195580517e-10,0.9976779358113965,1.0,0.98603755235672,0.776848316192627,0.0,0.800000011920929,1.0,0.15423956513404846
43,q1_co2_adsorption,SemanticOnly,0.00029100000009663063,0.46286487579345703,0.4651694893836975,0.0,0.06416328996419907,2.2449508918498395e-10,0.9719886587943841,0.44999998807907104,0.9813195466995239,0.5990620851516724,0.0,0.8500000238418579,1.0,0.04128754884004593
43,q1_co2_adsorption,WeightedSum,0.0002499999998128999,0.47267183661460876,0.4744685888290405,0.0,0.008607196621596813,2.5033813910724234e-10,1.0,0.44999998807907104,1.0,0.6544787883758545,0.0,0.8500000238418579,1.0,0.06010851263999939
43,q1_co2_adsorption,LEA,122.88900000000025,0.4714239239692688,0.47310811281204224,0.0,0.06906978040933609,2.451564784511362e-10,0.9968361670625493,0.44999998807907104,0.9708409309387207,0.6617107391357422,0.0,0.8500000238418579,1.0,0.07794227451086044
43,q1_co2_adsorption,GraphSAGE-only,0.05020900000030082,0.4630468785762787,0.4698196053504944,0.0,0.09801392257213593,2.233823820363412e-10,0.9783004073833584,0.44999998807907104,0.9560602307319641,0.6137470006942749,0.0,0.8500000238418579,1.0,0.05560676008462906
43,q1_co2_adsorption,LEA + GraphSAGE,101.17787499999986,0.4714239239692688,0.47310811281204224,0.0,0.06906978040933609,2.451564784511362e-10,0.9968361670625493,0.44999998807907104,0.9708409309387207,0.6617107391357422,0.0,0.8500000238418579,1.0,0.07794227451086044
43,q1_co2_adsorption,GAT-only,0.021000000000270802,0.4650551378726959,0.4744685888290405,0.0,0.05619654804468155,2.3077854904851591e-10,0.9851995030545735,0.44999998807907104,0.9944792985916138,0.606645405292511,0.0,0.8500000238418579,1.0,0.03629155829548836
43,q1_co2_adsorption,LEA + GAT,121.46058300000018,0.4714239239692688,0.47310811281204224,0.0,0.06906978040933609,2.451564784511362e-10,0.9968361670625493,0.44999998807907104,0.9708409309387207,0.6617107391357422,0.0,0.8500000238418579,1.0,0.07794227451086044
43,q2_photocatalysis,SemanticOnly,8.299999976202344e-05,0.8529559373855591,0.8539198040962219,0.0,0.01959465816617012,5.892198950974148e-10,0.9869173962128599,1.0,1.0,0.6931999325752258,0.0,0.8500000238418579,1.0,0.011293628253042698
43,q2_photocatalysis,WeightedSum,0.00012499999968440534,0.8607824444770813,0.8617095351219177,0.0,0.021135833114385605,6.784744432941636e-10,1.0,1.0,0.9983774423599243,0.7995497584342957,0.0,0.8500000238418579,1.0,0.10227654874324799
43,q2_photocatalysis,LEA,130.6325829999997,0.8607824444770813,0.8617095351219177,0.0,0.021135833114385605,6.784744432941636e-10,0.9999472812073708,1.0,0.9983774423599243,0.7995497584342957,0.0,0.8500000238418579,1.0,0.10227654874324799
43,q2_photocatalysis,GraphSAGE-only,0.022333999999624154,0.8523133993148804,0.8561800122261047,0.0,0.028147589415311813,5.823930226966922e-10,0.9864337784999998,1.0,1.0,0.6851683259010315,0.0,0.8500000238418579,1.0,0.026626121252775192
