query,seed,method,rank_i,rank_j,qmof_id_i,qmof_id_j,objective_score_distance,raw_physical_distance,notes
photocatalytic MOFs with suitable band gaps,49,LEA,2,5,qmof-c0f392b,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA,3,4,qmof-e566fbb,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA,3,5,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA,4,5,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no diversity,1,2,qmof-ac6a77a,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no diversity,1,3,qmof-ac6a77a,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no diversity,1,4,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no diversity,1,5,qmof-ac6a77a,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no diversity,2,3,qmof-c0f392b,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no diversity,2,4,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no diversity,2,5,qmof-c0f392b,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no diversity,3,4,qmof-e566fbb,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no diversity,3,5,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no diversity,4,5,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no self-cleaning,1,2,qmof-ac6a77a,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no self-cleaning,1,3,qmof-ac6a77a,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no self-cleaning,1,4,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no self-cleaning,1,5,qmof-ac6a77a,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no self-cleaning,2,3,qmof-c0f392b,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no self-cleaning,2,4,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no self-cleaning,2,5,qmof-c0f392b,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no self-cleaning,3,4,qmof-e566fbb,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no self-cleaning,3,5,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA no self-cleaning,4,5,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GAT,1,2,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GAT,1,3,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GAT,1,4,qmof-13a76dd,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GAT,1,5,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GAT,2,3,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GAT,2,4,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GAT,2,5,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GAT,3,4,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GAT,3,5,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GAT,4,5,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GraphSAGE,1,2,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GraphSAGE,1,3,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GraphSAGE,1,4,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GraphSAGE,1,5,qmof-13a76dd,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GraphSAGE,2,3,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GraphSAGE,2,4,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GraphSAGE,2,5,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GraphSAGE,3,4,qmof-ac6a77a,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GraphSAGE,3,5,qmof-ac6a77a,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA + GraphSAGE,4,5,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,MMR,1,2,qmof-cef46c3,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,MMR,1,3,qmof-cef46c3,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,MMR,1,4,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,MMR,1,5,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,MMR,2,3,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,MMR,2,4,qmof-13a76dd,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,MMR,2,5,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,MMR,3,4,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,MMR,3,5,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,MMR,4,5,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,ParetoCrowding,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,ParetoCrowding,1,3,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,ParetoCrowding,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,ParetoCrowding,1,5,qmof-e566fbb,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,ParetoCrowding,2,3,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,ParetoCrowding,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,ParetoCrowding,2,5,qmof-cef46c3,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,ParetoCrowding,3,4,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,ParetoCrowding,3,5,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,ParetoCrowding,4,5,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,Random,1,2,qmof-10c7c3c,qmof-504b878,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,Random,1,3,qmof-10c7c3c,qmof-eef474b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,Random,1,4,qmof-10c7c3c,qmof-342ad08,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,Random,1,5,qmof-10c7c3c,qmof-405a87b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,Random,2,3,qmof-504b878,qmof-eef474b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,Random,2,4,qmof-504b878,qmof-342ad08,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,Random,2,5,qmof-504b878,qmof-405a87b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,Random,3,4,qmof-eef474b,qmof-342ad08,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,Random,3,5,qmof-eef474b,qmof-405a87b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,Random,4,5,qmof-342ad08,qmof-405a87b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,SemanticOnly,1,2,qmof-fc79d47,qmof-f87c9d1,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,SemanticOnly,1,3,qmof-fc79d47,qmof-f429f3b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,SemanticOnly,1,4,qmof-fc79d47,qmof-f41b6c6,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,SemanticOnly,1,5,qmof-fc79d47,qmof-efc86e6,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,SemanticOnly,2,3,qmof-f87c9d1,qmof-f429f3b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,SemanticOnly,2,4,qmof-f87c9d1,qmof-f41b6c6,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,SemanticOnly,2,5,qmof-f87c9d1,qmof-efc86e6,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,SemanticOnly,3,4,qmof-f429f3b,qmof-f41b6c6,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,SemanticOnly,3,5,qmof-f429f3b,qmof-efc86e6,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,SemanticOnly,4,5,qmof-f41b6c6,qmof-efc86e6,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,TOPSIS,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,TOPSIS,1,3,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,TOPSIS,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,TOPSIS,1,5,qmof-e566fbb,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,TOPSIS,2,3,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,TOPSIS,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,TOPSIS,2,5,qmof-cef46c3,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,TOPSIS,3,4,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,TOPSIS,3,5,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,TOPSIS,4,5,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,WeightedSum,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,WeightedSum,1,3,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,WeightedSum,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,WeightedSum,1,5,qmof-e566fbb,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,WeightedSum,2,3,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,WeightedSum,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,WeightedSum,2,5,qmof-cef46c3,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,WeightedSum,3,4,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,WeightedSum,3,5,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,WeightedSum,4,5,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GAT only,1,2,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GAT only,1,3,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GAT only,1,4,qmof-13a76dd,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GAT only,1,5,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GAT only,2,3,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GAT only,2,4,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GAT only,2,5,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GAT only,3,4,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GAT only,3,5,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GAT only,4,5,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GraphSAGE only,1,2,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GraphSAGE only,1,3,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GraphSAGE only,1,4,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GraphSAGE only,1,5,qmof-13a76dd,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GraphSAGE only,2,3,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GraphSAGE only,2,4,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GraphSAGE only,2,5,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GraphSAGE only,3,4,qmof-ac6a77a,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GraphSAGE only,3,5,qmof-ac6a77a,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,GraphSAGE only,4,5,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,LEA,1,2,qmof-cef46c3,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,LEA,1,3,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,LEA,1,4,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,LEA,1,5,qmof-cef46c3,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,LEA,2,3,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,LEA,2,4,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,LEA,2,5,qmof-e566fbb,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,LEA,3,4,qmof-ac6a77a,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,LEA,3,5,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,LEA,4,5,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,50,LEA no diversity,1,2,qmof-cef46c3,qmof-e566fbb,0.0,,previous final-masked protocol distance
