query,seed,method,rank_i,rank_j,qmof_id_i,qmof_id_j,objective_score_distance,raw_physical_distance,notes
photocatalytic MOFs with suitable band gaps,47,ParetoCrowding,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,ParetoCrowding,2,5,qmof-cef46c3,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,ParetoCrowding,3,4,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,ParetoCrowding,3,5,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,ParetoCrowding,4,5,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,Random,1,2,qmof-8ccd876,qmof-ba1edaa,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,Random,1,3,qmof-8ccd876,qmof-fcfab15,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,Random,1,4,qmof-8ccd876,qmof-5bdb017,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,Random,1,5,qmof-8ccd876,qmof-4d2d076,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,Random,2,3,qmof-ba1edaa,qmof-fcfab15,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,Random,2,4,qmof-ba1edaa,qmof-5bdb017,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,Random,2,5,qmof-ba1edaa,qmof-4d2d076,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,Random,3,4,qmof-fcfab15,qmof-5bdb017,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,Random,3,5,qmof-fcfab15,qmof-4d2d076,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,Random,4,5,qmof-5bdb017,qmof-4d2d076,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,SemanticOnly,1,2,qmof-fd1f953,qmof-fcfab15,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,SemanticOnly,1,3,qmof-fd1f953,qmof-fbbaa9a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,SemanticOnly,1,4,qmof-fd1f953,qmof-f837f30,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,SemanticOnly,1,5,qmof-fd1f953,qmof-f5dbc93,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,SemanticOnly,2,3,qmof-fcfab15,qmof-fbbaa9a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,SemanticOnly,2,4,qmof-fcfab15,qmof-f837f30,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,SemanticOnly,2,5,qmof-fcfab15,qmof-f5dbc93,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,SemanticOnly,3,4,qmof-fbbaa9a,qmof-f837f30,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,SemanticOnly,3,5,qmof-fbbaa9a,qmof-f5dbc93,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,SemanticOnly,4,5,qmof-f837f30,qmof-f5dbc93,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,TOPSIS,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,TOPSIS,1,3,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,TOPSIS,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,TOPSIS,1,5,qmof-e566fbb,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,TOPSIS,2,3,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,TOPSIS,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,TOPSIS,2,5,qmof-cef46c3,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,TOPSIS,3,4,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,TOPSIS,3,5,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,TOPSIS,4,5,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,WeightedSum,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,WeightedSum,1,3,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,WeightedSum,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,WeightedSum,1,5,qmof-e566fbb,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,WeightedSum,2,3,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,WeightedSum,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,WeightedSum,2,5,qmof-cef46c3,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,WeightedSum,3,4,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,WeightedSum,3,5,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,47,WeightedSum,4,5,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GAT only,1,2,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GAT only,1,3,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GAT only,1,4,qmof-13a76dd,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GAT only,1,5,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GAT only,2,3,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GAT only,2,4,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GAT only,2,5,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GAT only,3,4,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GAT only,3,5,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GAT only,4,5,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GraphSAGE only,1,2,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GraphSAGE only,1,3,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GraphSAGE only,1,4,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GraphSAGE only,1,5,qmof-13a76dd,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GraphSAGE only,2,3,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GraphSAGE only,2,4,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GraphSAGE only,2,5,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GraphSAGE only,3,4,qmof-ac6a77a,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GraphSAGE only,3,5,qmof-ac6a77a,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,GraphSAGE only,4,5,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA,1,2,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA,1,3,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA,1,4,qmof-c0f392b,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA,1,5,qmof-c0f392b,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA,2,3,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA,2,4,qmof-ac6a77a,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA,2,5,qmof-ac6a77a,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA,3,4,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA,3,5,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA,4,5,qmof-cef46c3,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no diversity,1,2,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no diversity,1,3,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no diversity,1,4,qmof-c0f392b,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no diversity,1,5,qmof-c0f392b,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no diversity,2,3,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no diversity,2,4,qmof-ac6a77a,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no diversity,2,5,qmof-ac6a77a,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no diversity,3,4,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no diversity,3,5,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no diversity,4,5,qmof-cef46c3,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no self-cleaning,1,2,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no self-cleaning,1,3,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no self-cleaning,1,4,qmof-c0f392b,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no self-cleaning,1,5,qmof-c0f392b,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no self-cleaning,2,3,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no self-cleaning,2,4,qmof-ac6a77a,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no self-cleaning,2,5,qmof-ac6a77a,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no self-cleaning,3,4,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no self-cleaning,3,5,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA no self-cleaning,4,5,qmof-cef46c3,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GAT,1,2,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GAT,1,3,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GAT,1,4,qmof-13a76dd,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GAT,1,5,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GAT,2,3,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GAT,2,4,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GAT,2,5,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GAT,3,4,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GAT,3,5,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GAT,4,5,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GraphSAGE,1,2,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GraphSAGE,1,3,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GraphSAGE,1,4,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GraphSAGE,1,5,qmof-13a76dd,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GraphSAGE,2,3,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GraphSAGE,2,4,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GraphSAGE,2,5,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GraphSAGE,3,4,qmof-ac6a77a,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GraphSAGE,3,5,qmof-ac6a77a,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,LEA + GraphSAGE,4,5,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,MMR,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,MMR,1,3,qmof-e566fbb,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,MMR,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,MMR,1,5,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,MMR,2,3,qmof-cef46c3,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,MMR,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,MMR,2,5,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,MMR,3,4,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,MMR,3,5,qmof-13a76dd,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,MMR,4,5,qmof-ac6a77a,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,ParetoCrowding,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,ParetoCrowding,1,3,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,ParetoCrowding,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,ParetoCrowding,1,5,qmof-e566fbb,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,ParetoCrowding,2,3,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,ParetoCrowding,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,ParetoCrowding,2,5,qmof-cef46c3,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,ParetoCrowding,3,4,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,ParetoCrowding,3,5,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,ParetoCrowding,4,5,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,Random,1,2,qmof-95dc237,qmof-6f21ecc,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,Random,1,3,qmof-95dc237,qmof-a7de9ff,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,Random,1,4,qmof-95dc237,qmof-f522cce,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,Random,1,5,qmof-95dc237,qmof-d14d764,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,Random,2,3,qmof-6f21ecc,qmof-a7de9ff,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,Random,2,4,qmof-6f21ecc,qmof-f522cce,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,Random,2,5,qmof-6f21ecc,qmof-d14d764,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,Random,3,4,qmof-a7de9ff,qmof-f522cce,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,Random,3,5,qmof-a7de9ff,qmof-d14d764,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,Random,4,5,qmof-f522cce,qmof-d14d764,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,SemanticOnly,1,2,qmof-fe8ea01,qmof-fc77380,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,SemanticOnly,1,3,qmof-fe8ea01,qmof-f7fed86,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,SemanticOnly,1,4,qmof-fe8ea01,qmof-f5de41a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,SemanticOnly,1,5,qmof-fe8ea01,qmof-f522cce,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,SemanticOnly,2,3,qmof-fc77380,qmof-f7fed86,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,SemanticOnly,2,4,qmof-fc77380,qmof-f5de41a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,SemanticOnly,2,5,qmof-fc77380,qmof-f522cce,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,SemanticOnly,3,4,qmof-f7fed86,qmof-f5de41a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,SemanticOnly,3,5,qmof-f7fed86,qmof-f522cce,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,SemanticOnly,4,5,qmof-f5de41a,qmof-f522cce,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,TOPSIS,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,TOPSIS,1,3,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,TOPSIS,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,TOPSIS,1,5,qmof-e566fbb,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,TOPSIS,2,3,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,TOPSIS,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,TOPSIS,2,5,qmof-cef46c3,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,TOPSIS,3,4,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,TOPSIS,3,5,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,TOPSIS,4,5,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,WeightedSum,1,2,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,WeightedSum,1,3,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,WeightedSum,1,4,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,WeightedSum,1,5,qmof-e566fbb,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,WeightedSum,2,3,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,WeightedSum,2,4,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,WeightedSum,2,5,qmof-cef46c3,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,WeightedSum,3,4,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,WeightedSum,3,5,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,48,WeightedSum,4,5,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GAT only,1,2,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GAT only,1,3,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GAT only,1,4,qmof-13a76dd,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GAT only,1,5,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GAT only,2,3,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GAT only,2,4,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GAT only,2,5,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GAT only,3,4,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GAT only,3,5,qmof-cef46c3,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GAT only,4,5,qmof-c0f392b,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GraphSAGE only,1,2,qmof-13a76dd,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GraphSAGE only,1,3,qmof-13a76dd,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GraphSAGE only,1,4,qmof-13a76dd,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GraphSAGE only,1,5,qmof-13a76dd,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GraphSAGE only,2,3,qmof-e566fbb,qmof-ac6a77a,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GraphSAGE only,2,4,qmof-e566fbb,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GraphSAGE only,2,5,qmof-e566fbb,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GraphSAGE only,3,4,qmof-ac6a77a,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GraphSAGE only,3,5,qmof-ac6a77a,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,GraphSAGE only,4,5,qmof-cef46c3,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA,1,2,qmof-ac6a77a,qmof-c0f392b,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA,1,3,qmof-ac6a77a,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA,1,4,qmof-ac6a77a,qmof-13a76dd,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA,1,5,qmof-ac6a77a,qmof-cef46c3,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA,2,3,qmof-c0f392b,qmof-e566fbb,0.0,,previous final-masked protocol distance
photocatalytic MOFs with suitable band gaps,49,LEA,2,4,qmof-c0f392b,qmof-13a76dd,0.0,,previous final-masked protocol distance
